OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
6;1;AFG;Afghanistan;6;Daykundi
24;1;AFG;Afghanistan;24;Nuristan
45;3;ALA;Åland;9;Kumlinge
50;3;ALA;Åland;14;Sottunga
115;6;ASM;American Samoa;3;Unorganized
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
235;18;BHS;Bahamas;19;Mayaguana
241;18;BHS;Bahamas;25;Ragged Island
242;18;BHS;Bahamas;26;Rum Cay
247;18;BHS;Bahamas;31;Spanish Wells
313;27;BTN;Bhutan;4;Gasa
315;27;BTN;Bhutan;6;Lhuentse
445;39;BDI;Burundi;8;Karuzi
451;39;BDI;Burundi;14;Mwaro
499;42;CAN;Canada;8;Nunavut
537;46;CAF;Central African Republic;4;Haut-Mbomou
539;46;CAF;Central African Republic;6;Kémo
540;46;CAF;Central African Republic;7;Lobaye
542;46;CAF;Central African Republic;9;Mbomou
546;46;CAF;Central African Republic;13;Ouaka
548;46;CAF;Central African Republic;15;Ouham
556;47;TCD;Chad;6;Ennedi Ouest
571;47;TCD;Chad;21;Tibesti
861;71;GNQ;Equatorial Guinea;2;Bioko Norte
862;71;GNQ;Equatorial Guinea;3;Bioko Sur
909;77;FJI;Fiji;4;Rotuma
945;82;ATF;French Southern Territories;1;Îles Éparses
946;82;ATF;French Southern Territories;2;Îles Crozet
947;82;ATF;French Southern Territories;3;Îles Saint Paul et Amsterdam
1003;89;GRC;Greece;2;Athos
1069;95;GGY;Guernsey;5;Herm
1070;95;GGY;Guernsey;6;Jethou
1080;96;GNB;Guinea-Bissau;1;Bafatá
1083;96;GNB;Guinea-Bissau;4;Bolama
1084;96;GNB;Guinea-Bissau;5;Cacheu
1085;96;GNB;Guinea-Bissau;6;Gabú
1086;96;GNB;Guinea-Bissau;7;Oio
1087;96;GNB;Guinea-Bissau;8;Quinara
1088;96;GNB;Guinea-Bissau;9;Tombali
1571;127;LBR;Liberia;3;Gbapolu
1572;127;LBR;Liberia;4;Grand Cape Mount
1581;127;LBR;Liberia;13;River Cess
1727;135;MWI;Malawi;5;Chitipa
1732;135;MWI;Malawi;10;Likoma
1746;135;MWI;Malawi;24;Phalombe
1793;143;MUS;Mauritius;1;Agalega Islands
1803;143;MUS;Mauritius;11;Saint Brandon
1995;156;NRU;Nauru;1;Aiwo
2034;160;NZL;New Zealand;4;Chatham Islands
2078;163;NGA;Nigeria;6;Bayelsa
2173;172;PLW;Palau;3;Angaur
2174;172;PLW;Palau;4;Hatohobei
2175;172;PLW;Palau;5;Kayangel
2177;172;PLW;Palau;7;Melekeok
2178;172;PLW;Palau;8;Ngaraard
2179;172;PLW;Palau;9;Ngarchelong
2180;172;PLW;Palau;10;Ngardmau
2181;172;PLW;Palau;11;Ngatpang
2182;172;PLW;Palau;12;Ngchesar
2183;172;PLW;Palau;13;Ngeremlengui
2184;172;PLW;Palau;14;Ngiwal
2186;172;PLW;Palau;16;Sonsorol
2211;175;PNG;Papua New Guinea;10;Jiwaka
2222;175;PNG;Papua New Guinea;21;Western Highlands
2658;197;WSM;Samoa;5;Gaga'emauga
2659;197;WSM;Samoa;6;Gagaifomauga
2660;197;WSM;Samoa;7;Palauli
2661;197;WSM;Samoa;8;Satupa'itea
