OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
6;1;AFG;Afghanistan;6;Daykundi
16;1;AFG;Afghanistan;16;Kapisa
24;1;AFG;Afghanistan;24;Nuristan
27;1;AFG;Afghanistan;27;Panjshir
44;3;ALA;Åland;8;Kökar
45;3;ALA;Åland;9;Kumlinge
50;3;ALA;Åland;14;Sottunga
115;6;ASM;American Samoa;3;Unorganized
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
247;18;BHS;Bahamas;31;Spanish Wells
312;27;BTN;Bhutan;3;Dagana
313;27;BTN;Bhutan;4;Gasa
315;27;BTN;Bhutan;6;Lhuentse
325;27;BTN;Bhutan;16;Trongsa
328;27;BTN;Bhutan;19;Yangtse
438;39;BDI;Burundi;1;Bubanza
442;39;BDI;Burundi;5;Cankuzo
443;39;BDI;Burundi;6;Cibitoke
445;39;BDI;Burundi;8;Karuzi
449;39;BDI;Burundi;12;Muramvya
451;39;BDI;Burundi;14;Mwaro
464;40;KHM;Cambodia;10;Kep
468;40;KHM;Cambodia;14;Môndól Kiri
499;42;CAN;Canada;8;Nunavut
522;43;CPV;Cape Verde;18;Santa Catarina do Fogo
537;46;CAF;Central African Republic;4;Haut-Mbomou
539;46;CAF;Central African Republic;6;Kémo
542;46;CAF;Central African Republic;9;Mbomou
543;46;CAF;Central African Republic;10;Nana-Grébizi
546;46;CAF;Central African Republic;13;Ouaka
547;46;CAF;Central African Republic;14;Ouham-Pendé
555;47;TCD;Chad;5;Ennedi Est
556;47;TCD;Chad;6;Ennedi Ouest
563;47;TCD;Chad;13;Mandoul
570;47;TCD;Chad;20;Tandjilé
571;47;TCD;Chad;21;Tibesti
861;71;GNQ;Equatorial Guinea;2;Bioko Norte
862;71;GNQ;Equatorial Guinea;3;Bioko Sur
909;77;FJI;Fiji;4;Rotuma
945;82;ATF;French Southern Territories;1;Îles Éparses
960;84;GMB;Gambia;3;Maccarthy Island
1003;89;GRC;Greece;2;Athos
1011;90;GRL;Greenland;2;Northeast Greenland National Park
1069;95;GGY;Guernsey;5;Herm
1070;95;GGY;Guernsey;6;Jethou
1083;96;GNB;Guinea-Bissau;4;Bolama
1084;96;GNB;Guinea-Bissau;5;Cacheu
1086;96;GNB;Guinea-Bissau;7;Oio
1087;96;GNB;Guinea-Bissau;8;Quinara
1088;96;GNB;Guinea-Bissau;9;Tombali
1537;123;LAO;Laos;10;Phôngsali
1571;127;LBR;Liberia;3;Gbapolu
1572;127;LBR;Liberia;4;Grand Cape Mount
1575;127;LBR;Liberia;7;GrandKru
1581;127;LBR;Liberia;13;River Cess
1582;127;LBR;Liberia;14;River Gee
1583;127;LBR;Liberia;15;Sinoe
1732;135;MWI;Malawi;10;Likoma
1793;143;MUS;Mauritius;1;Agalega Islands
1803;143;MUS;Mauritius;11;Saint Brandon
1995;156;NRU;Nauru;1;Aiwo
2078;163;NGA;Nigeria;6;Bayelsa
2173;172;PLW;Palau;3;Angaur
2174;172;PLW;Palau;4;Hatohobei
2186;172;PLW;Palau;16;Sonsorol
2194;174;PAN;Panama;6;Emberá
2222;175;PNG;Papua New Guinea;21;Western Highlands
2696;201;SEN;Senegal;8;Louga
2785;209;SLB;Solomon Islands;2;Choiseul
2788;209;SLB;Solomon Islands;5;Isabel
2789;209;SLB;Solomon Islands;6;Makira Ulawa
2791;209;SLB;Solomon Islands;8;Rennell and Bellona
2799;210;SOM;Somalia;6;Galguduud
2839;214;SSD;South Sudan;2;Eastern Equatoria
2841;214;SSD;South Sudan;4;Lakes
2919;220;SJM;Svalbard and Jan Mayen;1;Jan Mayen
2920;220;SJM;Svalbard and Jan Mayen;2;Svalbard
3116;229;TLS;Timor-Leste;12;Manufahi
3117;229;TLS;Timor-Leste;13;Viqueque
3123;231;TKL;Tokelau;1;Anafu
3124;231;TKL;Tokelau;2;Fakaofo
3125;231;TKL;Tokelau;3;Nukunonu
3128;232;TON;Tonga;3;Niuas
3264;238;TUV;Tuvalu;2;Nanumanga
3265;238;TUV;Tuvalu;3;Nanumea
3266;238;TUV;Tuvalu;4;Niulakita
3267;238;TUV;Tuvalu;5;Niutao
3268;238;TUV;Tuvalu;6;Nui
3269;238;TUV;Tuvalu;7;Nukufetau
3270;238;TUV;Tuvalu;8;Nukulaelae
3271;238;TUV;Tuvalu;9;Vaitupu
3276;239;UGA;Uganda;5;Bundibugyo
3285;239;UGA;Uganda;14;Kaberamaido
3286;239;UGA;Uganda;15;Kalangala
3289;239;UGA;Uganda;18;Kamwenge
3290;239;UGA;Uganda;19;Kanungu
3291;239;UGA;Uganda;20;Kapchorwa
3293;239;UGA;Uganda;22;Katakwi
3295;239;UGA;Uganda;24;Kibale
3299;239;UGA;Uganda;28;Kotido
3302;239;UGA;Uganda;31;Lake Albert
3308;239;UGA;Uganda;37;Mayuge
3316;239;UGA;Uganda;45;Nakapiripirit
3317;239;UGA;Uganda;46;Nakasongola
3320;239;UGA;Uganda;49;Pader
3325;239;UGA;Uganda;54;Sironko
3329;239;UGA;Uganda;58;Yumbe
3369;243;UMI;United States Minor Outlying Islands;1;Baker
3370;243;UMI;United States Minor Outlying Islands;2;Howland
3371;243;UMI;United States Minor Outlying Islands;3;Jarvis island
3373;243;UMI;United States Minor Outlying Islands;5;Kingman Reef
3375;243;UMI;United States Minor Outlying Islands;7;Navassa
3376;243;UMI;United States Minor Outlying Islands;8;Palmyra
3464;247;VUT;Vanuatu;2;Penama
3468;247;VUT;Vanuatu;6;Torba
3536;250;VNM;Vietnam;42;Ninh Bình
