OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
5;1;AFG;Afghanistan;5;Bamyan
6;1;AFG;Afghanistan;6;Daykundi
7;1;AFG;Afghanistan;7;Farah
9;1;AFG;Afghanistan;9;Ghazni
10;1;AFG;Afghanistan;10;Ghor
16;1;AFG;Afghanistan;16;Kapisa
18;1;AFG;Afghanistan;18;Kunar
21;1;AFG;Afghanistan;21;Logar
24;1;AFG;Afghanistan;24;Nuristan
25;1;AFG;Afghanistan;25;Paktika
26;1;AFG;Afghanistan;26;Paktya
27;1;AFG;Afghanistan;27;Panjshir
28;1;AFG;Afghanistan;28;Parwan
29;1;AFG;Afghanistan;29;Samangan
30;1;AFG;Afghanistan;30;Sari Pul
31;1;AFG;Afghanistan;31;Takhar
32;1;AFG;Afghanistan;32;Uruzgan
33;1;AFG;Afghanistan;33;Wardak
34;1;AFG;Afghanistan;34;Zabul
41;3;ALA;Åland;5;Geta
44;3;ALA;Åland;8;Kökar
50;3;ALA;Åland;14;Sottunga
115;6;ASM;American Samoa;3;Unorganized
140;8;AGO;Angola;17;Uíge
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
217;18;BHS;Bahamas;1;Acklins
226;18;BHS;Bahamas;10;Crooked Island
235;18;BHS;Bahamas;19;Mayaguana
241;18;BHS;Bahamas;25;Ragged Island
242;18;BHS;Bahamas;26;Rum Cay
247;18;BHS;Bahamas;31;Spanish Wells
310;27;BTN;Bhutan;1;Bumthang
312;27;BTN;Bhutan;3;Dagana
313;27;BTN;Bhutan;4;Gasa
314;27;BTN;Bhutan;5;Haa
315;27;BTN;Bhutan;6;Lhuentse
316;27;BTN;Bhutan;7;Monggar
318;27;BTN;Bhutan;9;Pemagatshel
324;27;BTN;Bhutan;15;Trashigang
325;27;BTN;Bhutan;16;Trongsa
326;27;BTN;Bhutan;17;Tsirang
328;27;BTN;Bhutan;19;Yangtse
329;27;BTN;Bhutan;20;Zhemgang
443;39;BDI;Burundi;6;Cibitoke
448;39;BDI;Burundi;11;Makamba
449;39;BDI;Burundi;12;Muramvya
451;39;BDI;Burundi;14;Mwaro
459;40;KHM;Cambodia;5;Kâmpóng Chhnang
461;40;KHM;Cambodia;7;Kâmpóng Thum
464;40;KHM;Cambodia;10;Kep
465;40;KHM;Cambodia;11;Krâchéh
469;40;KHM;Cambodia;15;Otdar Mean Chey
472;40;KHM;Cambodia;18;Preah Vihéar
476;40;KHM;Cambodia;22;Stœng Trêng
499;42;CAN;Canada;8;Nunavut
508;43;CPV;Cape Verde;4;Mosteiros
518;43;CPV;Cape Verde;14;São Miguel
522;43;CPV;Cape Verde;18;Santa Catarina do Fogo
539;46;CAF;Central African Republic;6;Kémo
543;46;CAF;Central African Republic;10;Nana-Grébizi
551;47;TCD;Chad;1;Barh el Ghazel
552;47;TCD;Chad;2;Batha
555;47;TCD;Chad;5;Ennedi Est
556;47;TCD;Chad;6;Ennedi Ouest
559;47;TCD;Chad;9;Kanem
563;47;TCD;Chad;13;Mandoul
564;47;TCD;Chad;14;Mayo-Kebbi Est
565;47;TCD;Chad;15;Mayo-Kebbi Ouest
568;47;TCD;Chad;18;Salamat
569;47;TCD;Chad;19;Sila
570;47;TCD;Chad;20;Tandjilé
571;47;TCD;Chad;21;Tibesti
573;47;TCD;Chad;23;Wadi Fira
860;71;GNQ;Equatorial Guinea;1;Annobón
861;71;GNQ;Equatorial Guinea;2;Bioko Norte
862;71;GNQ;Equatorial Guinea;3;Bioko Sur
863;71;GNQ;Equatorial Guinea;4;Centro Sur
864;71;GNQ;Equatorial Guinea;5;Kié-Ntem
866;71;GNQ;Equatorial Guinea;7;Wele-Nzas
909;77;FJI;Fiji;4;Rotuma
945;82;ATF;French Southern Territories;1;Îles Éparses
946;82;ATF;French Southern Territories;2;Îles Crozet
959;84;GMB;Gambia;2;Lower River
1003;89;GRC;Greece;2;Athos
1011;90;GRL;Greenland;2;Northeast Greenland National Park
