OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
5;1;AFG;Afghanistan;5;Bamyan
6;1;AFG;Afghanistan;6;Daykundi
8;1;AFG;Afghanistan;8;Faryab
9;1;AFG;Afghanistan;9;Ghazni
10;1;AFG;Afghanistan;10;Ghor
16;1;AFG;Afghanistan;16;Kapisa
17;1;AFG;Afghanistan;17;Khost
18;1;AFG;Afghanistan;18;Kunar
21;1;AFG;Afghanistan;21;Logar
24;1;AFG;Afghanistan;24;Nuristan
25;1;AFG;Afghanistan;25;Paktika
27;1;AFG;Afghanistan;27;Panjshir
28;1;AFG;Afghanistan;28;Parwan
29;1;AFG;Afghanistan;29;Samangan
30;1;AFG;Afghanistan;30;Sari Pul
32;1;AFG;Afghanistan;32;Uruzgan
33;1;AFG;Afghanistan;33;Wardak
34;1;AFG;Afghanistan;34;Zabul
41;3;ALA;Åland;5;Geta
44;3;ALA;Åland;8;Kökar
45;3;ALA;Åland;9;Kumlinge
47;3;ALA;Åland;11;Lumparland
50;3;ALA;Åland;14;Sottunga
52;3;ALA;Åland;16;Vårdö
115;6;ASM;American Samoa;3;Unorganized
126;8;AGO;Angola;3;Bié
133;8;AGO;Angola;10;Huambo
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
217;18;BHS;Bahamas;1;Acklins
226;18;BHS;Bahamas;10;Crooked Island
235;18;BHS;Bahamas;19;Mayaguana
241;18;BHS;Bahamas;25;Ragged Island
242;18;BHS;Bahamas;26;Rum Cay
247;18;BHS;Bahamas;31;Spanish Wells
310;27;BTN;Bhutan;1;Bumthang
312;27;BTN;Bhutan;3;Dagana
313;27;BTN;Bhutan;4;Gasa
314;27;BTN;Bhutan;5;Haa
315;27;BTN;Bhutan;6;Lhuentse
316;27;BTN;Bhutan;7;Monggar
318;27;BTN;Bhutan;9;Pemagatshel
319;27;BTN;Bhutan;10;Punakha
324;27;BTN;Bhutan;15;Trashigang
325;27;BTN;Bhutan;16;Trongsa
326;27;BTN;Bhutan;17;Tsirang
327;27;BTN;Bhutan;18;Wangduephodrang
328;27;BTN;Bhutan;19;Yangtse
329;27;BTN;Bhutan;20;Zhemgang
438;39;BDI;Burundi;1;Bubanza
442;39;BDI;Burundi;5;Cankuzo
443;39;BDI;Burundi;6;Cibitoke
445;39;BDI;Burundi;8;Karuzi
454;39;BDI;Burundi;17;Ruyigi
464;40;KHM;Cambodia;10;Kep
465;40;KHM;Cambodia;11;Krâchéh
468;40;KHM;Cambodia;14;Môndól Kiri
469;40;KHM;Cambodia;15;Otdar Mean Chey
499;42;CAN;Canada;8;Nunavut
518;43;CPV;Cape Verde;14;São Miguel
522;43;CPV;Cape Verde;18;Santa Catarina do Fogo
534;46;CAF;Central African Republic;1;Bamingui-Bangoran
537;46;CAF;Central African Republic;4;Haut-Mbomou
538;46;CAF;Central African Republic;5;Haute-Kotto
539;46;CAF;Central African Republic;6;Kémo
543;46;CAF;Central African Republic;10;Nana-Grébizi
550;46;CAF;Central African Republic;17;Vakaga
551;47;TCD;Chad;1;Barh el Ghazel
552;47;TCD;Chad;2;Batha
555;47;TCD;Chad;5;Ennedi Est
556;47;TCD;Chad;6;Ennedi Ouest
559;47;TCD;Chad;9;Kanem
563;47;TCD;Chad;13;Mandoul
565;47;TCD;Chad;15;Mayo-Kebbi Ouest
568;47;TCD;Chad;18;Salamat
569;47;TCD;Chad;19;Sila
571;47;TCD;Chad;21;Tibesti
573;47;TCD;Chad;23;Wadi Fira
655;54;COM;Comoros;3;Nzwani
860;71;GNQ;Equatorial Guinea;1;Annobón
861;71;GNQ;Equatorial Guinea;2;Bioko Norte
862;71;GNQ;Equatorial Guinea;3;Bioko Sur
863;71;GNQ;Equatorial Guinea;4;Centro Sur
864;71;GNQ;Equatorial Guinea;5;Kié-Ntem
866;71;GNQ;Equatorial Guinea;7;Wele-Nzas
892;74;ETH;Ethiopia;4;Benshangul-Gumaz
