OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
115;6;ASM;American Samoa;3;Unorganized
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
241;18;BHS;Bahamas;25;Ragged Island
313;27;BTN;Bhutan;4;Gasa
315;27;BTN;Bhutan;6;Lhuentse
325;27;BTN;Bhutan;16;Trongsa
445;39;BDI;Burundi;8;Karuzi
499;42;CAN;Canada;8;Nunavut
534;46;CAF;Central African Republic;1;Bamingui-Bangoran
537;46;CAF;Central African Republic;4;Haut-Mbomou
539;46;CAF;Central African Republic;6;Kémo
540;46;CAF;Central African Republic;7;Lobaye
542;46;CAF;Central African Republic;9;Mbomou
571;47;TCD;Chad;21;Tibesti
810;68;ECU;Ecuador;17;Orellana
861;71;GNQ;Equatorial Guinea;2;Bioko Norte
862;71;GNQ;Equatorial Guinea;3;Bioko Sur
909;77;FJI;Fiji;4;Rotuma
945;82;ATF;French Southern Territories;1;Îles Éparses
1066;95;GGY;Guernsey;2;Brecqhou
1070;95;GGY;Guernsey;6;Jethou
1083;96;GNB;Guinea-Bissau;4;Bolama
1084;96;GNB;Guinea-Bissau;5;Cacheu
1087;96;GNB;Guinea-Bissau;8;Quinara
1088;96;GNB;Guinea-Bissau;9;Tombali
1571;127;LBR;Liberia;3;Gbapolu
1572;127;LBR;Liberia;4;Grand Cape Mount
1575;127;LBR;Liberia;7;GrandKru
1581;127;LBR;Liberia;13;River Cess
1793;143;MUS;Mauritius;1;Agalega Islands
1803;143;MUS;Mauritius;11;Saint Brandon
1997;156;NRU;Nauru;3;Anetan
2034;160;NZL;New Zealand;4;Chatham Islands
2078;163;NGA;Nigeria;6;Bayelsa
2129;168;MNP;Northern Mariana Islands;1;Northern Islands
2171;172;PLW;Palau;1;Aimeliik
2173;172;PLW;Palau;3;Angaur
2174;172;PLW;Palau;4;Hatohobei
2175;172;PLW;Palau;5;Kayangel
2177;172;PLW;Palau;7;Melekeok
2178;172;PLW;Palau;8;Ngaraard
2179;172;PLW;Palau;9;Ngarchelong
2180;172;PLW;Palau;10;Ngardmau
2181;172;PLW;Palau;11;Ngatpang
2182;172;PLW;Palau;12;Ngchesar
2183;172;PLW;Palau;13;Ngeremlengui
2184;172;PLW;Palau;14;Ngiwal
2185;172;PLW;Palau;15;Peleliu
2186;172;PLW;Palau;16;Sonsorol
2222;175;PNG;Papua New Guinea;21;Western Highlands
2279;179;PHL;Philippines;11;Batanes
2696;201;SEN;Senegal;8;Louga
2748;203;SYC;Seychelles;20;Outer Islands
2784;209;SLB;Solomon Islands;1;Central
2785;209;SLB;Solomon Islands;2;Choiseul
2788;209;SLB;Solomon Islands;5;Isabel
2789;209;SLB;Solomon Islands;6;Makira Ulawa
2791;209;SLB;Solomon Islands;8;Rennell and Bellona
2795;210;SOM;Somalia;2;Bakool
2920;220;SJM;Svalbard and Jan Mayen;2;Svalbard
3123;231;TKL;Tokelau;1;Anafu
3124;231;TKL;Tokelau;2;Fakaofo
3125;231;TKL;Tokelau;3;Nukunonu
3128;232;TON;Tonga;3;Niuas
3264;238;TUV;Tuvalu;2;Nanumanga
3265;238;TUV;Tuvalu;3;Nanumea
3266;238;TUV;Tuvalu;4;Niulakita
3267;238;TUV;Tuvalu;5;Niutao
3268;238;TUV;Tuvalu;6;Nui
3269;238;TUV;Tuvalu;7;Nukufetau
3270;238;TUV;Tuvalu;8;Nukulaelae
3271;238;TUV;Tuvalu;9;Vaitupu
3272;239;UGA;Uganda;1;Adjumani
3285;239;UGA;Uganda;14;Kaberamaido
3286;239;UGA;Uganda;15;Kalangala
3289;239;UGA;Uganda;18;Kamwenge
3290;239;UGA;Uganda;19;Kanungu
3293;239;UGA;Uganda;22;Katakwi
3299;239;UGA;Uganda;28;Kotido
3300;239;UGA;Uganda;29;Kumi
3312;239;UGA;Uganda;41;Moyo
3316;239;UGA;Uganda;45;Nakapiripirit
3317;239;UGA;Uganda;46;Nakasongola
3320;239;UGA;Uganda;49;Pader
3321;239;UGA;Uganda;50;Pallisa
3325;239;UGA;Uganda;54;Sironko
3329;239;UGA;Uganda;58;Yumbe
3369;243;UMI;United States Minor Outlying Islands;1;Baker
3370;243;UMI;United States Minor Outlying Islands;2;Howland
3371;243;UMI;United States Minor Outlying Islands;3;Jarvis island
3372;243;UMI;United States Minor Outlying Islands;4;Johnston
3373;243;UMI;United States Minor Outlying Islands;5;Kingman Reef
3374;243;UMI;United States Minor Outlying Islands;6;Midway
3375;243;UMI;United States Minor Outlying Islands;7;Navassa
3376;243;UMI;United States Minor Outlying Islands;8;Palmyra
3464;247;VUT;Vanuatu;2;Penama
3468;247;VUT;Vanuatu;6;Torba
3536;250;VNM;Vietnam;42;Ninh Bình
