OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
6;1;AFG;Afghanistan;6;Daykundi
24;1;AFG;Afghanistan;24;Nuristan
44;3;ALA;Åland;8;Kökar
45;3;ALA;Åland;9;Kumlinge
50;3;ALA;Åland;14;Sottunga
115;6;ASM;American Samoa;3;Unorganized
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
235;18;BHS;Bahamas;19;Mayaguana
247;18;BHS;Bahamas;31;Spanish Wells
310;27;BTN;Bhutan;1;Bumthang
312;27;BTN;Bhutan;3;Dagana
313;27;BTN;Bhutan;4;Gasa
315;27;BTN;Bhutan;6;Lhuentse
326;27;BTN;Bhutan;17;Tsirang
442;39;BDI;Burundi;5;Cankuzo
443;39;BDI;Burundi;6;Cibitoke
445;39;BDI;Burundi;8;Karuzi
447;39;BDI;Burundi;10;Kirundo
449;39;BDI;Burundi;12;Muramvya
451;39;BDI;Burundi;14;Mwaro
464;40;KHM;Cambodia;10;Kep
499;42;CAN;Canada;8;Nunavut
539;46;CAF;Central African Republic;6;Kémo
542;46;CAF;Central African Republic;9;Mbomou
543;46;CAF;Central African Republic;10;Nana-Grébizi
546;46;CAF;Central African Republic;13;Ouaka
555;47;TCD;Chad;5;Ennedi Est
571;47;TCD;Chad;21;Tibesti
810;68;ECU;Ecuador;17;Orellana
861;71;GNQ;Equatorial Guinea;2;Bioko Norte
862;71;GNQ;Equatorial Guinea;3;Bioko Sur
909;77;FJI;Fiji;4;Rotuma
945;82;ATF;French Southern Territories;1;Îles Éparses
946;82;ATF;French Southern Territories;2;Îles Crozet
947;82;ATF;French Southern Territories;3;Îles Saint Paul et Amsterdam
1003;89;GRC;Greece;2;Athos
1069;95;GGY;Guernsey;5;Herm
1070;95;GGY;Guernsey;6;Jethou
1077;95;GGY;Guernsey;13;Sark
1083;96;GNB;Guinea-Bissau;4;Bolama
1087;96;GNB;Guinea-Bissau;8;Quinara
1088;96;GNB;Guinea-Bissau;9;Tombali
1572;127;LBR;Liberia;4;Grand Cape Mount
1575;127;LBR;Liberia;7;GrandKru
1581;127;LBR;Liberia;13;River Cess
1582;127;LBR;Liberia;14;River Gee
1732;135;MWI;Malawi;10;Likoma
1793;143;MUS;Mauritius;1;Agalega Islands
1803;143;MUS;Mauritius;11;Saint Brandon
1995;156;NRU;Nauru;1;Aiwo
2034;160;NZL;New Zealand;4;Chatham Islands
2078;163;NGA;Nigeria;6;Bayelsa
2129;168;MNP;Northern Mariana Islands;1;Northern Islands
2173;172;PLW;Palau;3;Angaur
2174;172;PLW;Palau;4;Hatohobei
2175;172;PLW;Palau;5;Kayangel
2179;172;PLW;Palau;9;Ngarchelong
2180;172;PLW;Palau;10;Ngardmau
2181;172;PLW;Palau;11;Ngatpang
2183;172;PLW;Palau;13;Ngeremlengui
2186;172;PLW;Palau;16;Sonsorol
2194;174;PAN;Panama;6;Emberá
2222;175;PNG;Papua New Guinea;21;Western Highlands
2275;179;PHL;Philippines;7;Apayao
2621;192;SHN;Saint Helena;3;Tristan da Cunha
2661;197;WSM;Samoa;8;Satupa'itea
2663;197;WSM;Samoa;10;Va'a-o-Fonoti
2664;197;WSM;Samoa;11;Vaisigano
2785;209;SLB;Solomon Islands;2;Choiseul
