OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
1;1;AFG;Afghanistan;1;Badakhshan
5;1;AFG;Afghanistan;5;Bamyan
6;1;AFG;Afghanistan;6;Daykundi
7;1;AFG;Afghanistan;7;Farah
9;1;AFG;Afghanistan;9;Ghazni
10;1;AFG;Afghanistan;10;Ghor
16;1;AFG;Afghanistan;16;Kapisa
17;1;AFG;Afghanistan;17;Khost
18;1;AFG;Afghanistan;18;Kunar
21;1;AFG;Afghanistan;21;Logar
24;1;AFG;Afghanistan;24;Nuristan
25;1;AFG;Afghanistan;25;Paktika
27;1;AFG;Afghanistan;27;Panjshir
29;1;AFG;Afghanistan;29;Samangan
30;1;AFG;Afghanistan;30;Sari Pul
31;1;AFG;Afghanistan;31;Takhar
32;1;AFG;Afghanistan;32;Uruzgan
33;1;AFG;Afghanistan;33;Wardak
34;1;AFG;Afghanistan;34;Zabul
37;3;ALA;Åland;1;Brändö
39;3;ALA;Åland;3;Föglö
41;3;ALA;Åland;5;Geta
44;3;ALA;Åland;8;Kökar
45;3;ALA;Åland;9;Kumlinge
47;3;ALA;Åland;11;Lumparland
50;3;ALA;Åland;14;Sottunga
51;3;ALA;Åland;15;Sund
52;3;ALA;Åland;16;Vårdö
115;6;ASM;American Samoa;3;Unorganized
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
217;18;BHS;Bahamas;1;Acklins
220;18;BHS;Bahamas;4;Black Point
226;18;BHS;Bahamas;10;Crooked Island
229;18;BHS;Bahamas;13;Grand Cay
235;18;BHS;Bahamas;19;Mayaguana
236;18;BHS;Bahamas;20;Moore's Island
241;18;BHS;Bahamas;25;Ragged Island
242;18;BHS;Bahamas;26;Rum Cay
244;18;BHS;Bahamas;28;South Abaco
247;18;BHS;Bahamas;31;Spanish Wells
310;27;BTN;Bhutan;1;Bumthang
