OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1
5;1;AFG;Afghanistan;5;Bamyan
6;1;AFG;Afghanistan;6;Daykundi
16;1;AFG;Afghanistan;16;Kapisa
18;1;AFG;Afghanistan;18;Kunar
21;1;AFG;Afghanistan;21;Logar
24;1;AFG;Afghanistan;24;Nuristan
25;1;AFG;Afghanistan;25;Paktika
27;1;AFG;Afghanistan;27;Panjshir
28;1;AFG;Afghanistan;28;Parwan
29;1;AFG;Afghanistan;29;Samangan
31;1;AFG;Afghanistan;31;Takhar
32;1;AFG;Afghanistan;32;Uruzgan
33;1;AFG;Afghanistan;33;Wardak
41;3;ALA;Åland;5;Geta
44;3;ALA;Åland;8;Kökar
45;3;ALA;Åland;9;Kumlinge
50;3;ALA;Åland;14;Sottunga
52;3;ALA;Åland;16;Vårdö
115;6;ASM;American Samoa;3;Unorganized
143;11;ATG;Antigua and Barbuda;2;Redonda
185;15;AUS;Australia;1;Ashmore and Cartier Islands
187;15;AUS;Australia;3;Coral Sea Islands
247;18;BHS;Bahamas;31;Spanish Wells
310;27;BTN;Bhutan;1;Bumthang
312;27;BTN;Bhutan;3;Dagana
313;27;BTN;Bhutan;4;Gasa
315;27;BTN;Bhutan;6;Lhuentse
325;27;BTN;Bhutan;16;Trongsa
326;27;BTN;Bhutan;17;Tsirang
328;27;BTN;Bhutan;19;Yangtse
329;27;BTN;Bhutan;20;Zhemgang
438;39;BDI;Burundi;1;Bubanza
442;39;BDI;Burundi;5;Cankuzo
445;39;BDI;Burundi;8;Karuzi
447;39;BDI;Burundi;10;Kirundo
448;39;BDI;Burundi;11;Makamba
449;39;BDI;Burundi;12;Muramvya
454;39;BDI;Burundi;17;Ruyigi
464;40;KHM;Cambodia;10;Kep
469;40;KHM;Cambodia;15;Otdar Mean Chey
476;40;KHM;Cambodia;22;Stœng Trêng
499;42;CAN;Canada;8;Nunavut
522;43;CPV;Cape Verde;18;Santa Catarina do Fogo
537;46;CAF;Central African Republic;4;Haut-Mbomou
539;46;CAF;Central African Republic;6;Kémo
542;46;CAF;Central African Republic;9;Mbomou
543;46;CAF;Central African Republic;10;Nana-Grébizi
550;46;CAF;Central African Republic;17;Vakaga
555;47;TCD;Chad;5;Ennedi Est
556;47;TCD;Chad;6;Ennedi Ouest
569;47;TCD;Chad;19;Sila
571;47;TCD;Chad;21;Tibesti
573;47;TCD;Chad;23;Wadi Fira
860;71;GNQ;Equatorial Guinea;1;Annobón
861;71;GNQ;Equatorial Guinea;2;Bioko Norte
862;71;GNQ;Equatorial Guinea;3;Bioko Sur
864;71;GNQ;Equatorial Guinea;5;Kié-Ntem
902;76;FRO;Faroe Islands;3;Sandoyar
909;77;FJI;Fiji;4;Rotuma
945;82;ATF;French Southern Territories;1;Îles Éparses
946;82;ATF;French Southern Territories;2;Îles Crozet
947;82;ATF;French Southern Territories;3;Îles Saint Paul et Amsterdam
1003;89;GRC;Greece;2;Athos
1011;90;GRL;Greenland;2;Northeast Greenland National Park
1013;90;GRL;Greenland;4;Qeqqata
1070;95;GGY;Guernsey;6;Jethou
1083;96;GNB;Guinea-Bissau;4;Bolama
1086;96;GNB;Guinea-Bissau;7;Oio
1087;96;GNB;Guinea-Bissau;8;Quinara
1088;96;GNB;Guinea-Bissau;9;Tombali
1176;104;ISL;Iceland;4;Norðurland vestra
1179;104;ISL;Iceland;7;Vestfirðir
1534;123;LAO;Laos;7;Louang Namtha
1537;123;LAO;Laos;10;Phôngsali
1572;127;LBR;Liberia;4;Grand Cape Mount
1574;127;LBR;Liberia;6;GrandGedeh
1576;127;LBR;Liberia;8;Lofa
1581;127;LBR;Liberia;13;River Cess
1583;127;LBR;Liberia;15;Sinoe
1732;135;MWI;Malawi;10;Likoma
1793;143;MUS;Mauritius;1;Agalega Islands
1803;143;MUS;Mauritius;11;Saint Brandon
1995;156;NRU;Nauru;1;Aiwo
2034;160;NZL;New Zealand;4;Chatham Islands
2078;163;NGA;Nigeria;6;Bayelsa
